landingPagePath,goal17Completions,goal13Completions
/?fbclid=IwAR04pPVi9QklrO6GhEsBQKistuBZq_YVZyNt96-1_NAwRSwweI0sg7E2Lw8,0,0
/?fbclid=IwAR04UjEWEu8-mBytOg3n7pUGR4OhF2-l7fUcqhwr3_jTZfDum1ddHHuOcvI,0,0
/?fbclid=IwAR05nGuKuPEslNvWmVlS99oLqb4H7tw3ARpWvLe_df6jm7JQalTjMa7C0M8,0,0
/?fbclid=IwAR061pmvj31loHEtfkyEmi6NfvDPTWqHuagnbeM8ba8kKOYfjLHjmk7LDKU,0,0
/?fbclid=IwAR09tiTF4wrX1bp4KhGGFPsp9BjRUupHDoOwbh84LhqnaEwxhdKgA6oMbLc,0,0
/?fbclid=IwAR09vgyDd_vRvdxDU5FiQEXJdwvK5bYYxHb6eKoTmsUnohjYtRGHyTuk0cA,0,0
/?fbclid=IwAR0a4XKKrNVfbDX699TrhGKIYvWpQYC0JIDOUBbUHvCR7NjFnb-MvpAYLzo,0,0
/?fbclid=IwAR0awz9vZPTrMhSAI9RgKKTXXlpGFbceglIKQP0JbLLNQYmdcYwYGloYG44,0,0
/?fbclid=IwAR0b2rbw9QNMNpPXRkP6qA0St1hXrijlQjJaYa0elJcZsfPKxwh5qhjnu3Y,0,0
/?fbclid=IwAR0Bf6Do3cP0hleY4bLBtD4vrWt0KTeghrDlyQxO6ssLJOx6dKTT-yNvrQQ,0,0
/?fbclid=IwAR0bNH0OYMEKeT5noeWsfxsRqCg7ZJ85HiMm-j3cwXmIOqXjI9d2Gk5aZoQ,0,0
/?fbclid=IwAR0BQ3kLGsseFWRQEwoPXUHsDak81oVplA0QLTRHJK20sqoyLsB5hloEqes,0,0
/?fbclid=IwAR0c4JBm77L_0vEIF_PNZhYOeFPLuocFmUpbVLz6l2xJqhO8d7rLEM6B_eU,0,0
/?fbclid=IwAR0cqczHgc_z9G63wqp9LolsLOosc4hEe3UWLRKMad0tELuKGLgdg9UnE_A,0,0
/?fbclid=IwAR0Cs9efQSb0Ri8VdZjqPQbl6r9KqcFMdnYjw8O2-HKhulgbSfzOeTCxTlI,0,0
/?fbclid=IwAR0CZyJgMrLK-NreKPZUa6sB69CD4vNdqTU5ajUqVoy6gJB3Ahhb8XfaW44,0,0
/?fbclid=IwAR0dKVhIqof6fREoVKLgChXuOUrCoa5qgpI0XB6jeHV6K8fwW_u6OAggWHQ,0,0
/?fbclid=IwAR0DYvz-8rU86SvZuVU7UqRoGXWjEvts6ocSQ5kiPVozJy7bTstQR2minMY,0,0
/?fbclid=IwAR0E5s7CT0Uy1VOMCnxvxN8qKKzc6swQ9HMkj_xK8NMVDlzaoZc1YexdAtI,0,0
/?fbclid=IwAR0eP1hFiK3p2DAtNJoDvbQjNllNmP2h6nT16WHid6hgOcAmy1aOlRDsCP8,0,0
/?fbclid=IwAR0Esps86hHagOlk9MSO4HmEqMg-wl0TuOq-njwUhOmbP5IsXiWOxtkhl8M,0,0
/?fbclid=IwAR0G1buZtWs5B_i0ZgSxlux_GSSHmr3fH-CZ9dEnGo88yXuDoex_P1XL368,0,0
/?fbclid=IwAR0g4231OuwsPCs12nPJxnFXXkkyw7kZ4sGsvK4zaq3TmoOMwJGJb2I5clQ,0,0
/?fbclid=IwAR0G6IgcyJqxbsUrQamovEulwjHFcycUn7oQlEuNAQl9f0rR32XQvszZbZ0,0,0
/?fbclid=IwAR0Gmf51URqLOoqIjimUZNlOnqyadnKSiBGg4u3clbE-FFslG9tMpQgdieg,0,0
/?fbclid=IwAR0H6EM384w2YhwuXZ8PEiyug6kam_RWEHXk1WN7girzHKYwxHjSapQHUr8,0,0
/?fbclid=IwAR0hbvK9hSHFCYtmJFNShYdiY5B2Qwg6GNWWRuH-f8dLBuj_gLBTnY0Qsp4,0,0
/?fbclid=IwAR0HseHyGIIefGFGGmbUVgaCRUJuNn-GR5AHV79bLSeWy95rexPFF-7D7l0,0,0
/?fbclid=IwAR0jKKZ848Pzcx8S3a5P5YaRCrSFgM38eXvZyX2gJ8y2Jf9cVezBHOCS0NQ,0,0
/?fbclid=IwAR0Jz8UcRAN3mBiQvw2rvLoMlGy6kYdW20yLf-WoIDvELSBds6z5Bs_rrTg,0,0
/?fbclid=IwAR0k36qECTTB6Kyg6KUo-EwSuDTSr9a-SJJhPl1pujQQ5rmAL5zutWN-5H0,0,0
/?fbclid=IwAR0K65zd3Mrc-NlBWpR-bLGApKiYnyTI7ju1xTOcDRFdWmniW9a7yzvodG8,0,0
/?fbclid=IwAR0K7VJZifv1RpyX-6R1q6c52xUkhSsxFf8U72NbVSHV2gpBtjnHs9SVw9w,0,0
/?fbclid=IwAR0KRvWP7-HgmZv9KJCjaAjHyK8Aoy0Q52pvAmN-eK5YrmCkxQwM7o01-aE,0,0
/?fbclid=IwAR0lEwU2FVcHXghJeOxUVXvwjWbe2YuW21puWUa6RoqHAIRY0jYu5M-UQG0,1,1
/?fbclid=IwAR0lOIzUFgbsNJlS1ZnkStYjZmYIKKJcLd103nPV4k106PLiAYys8SvUhlE,0,0
/?fbclid=IwAR0m-gDM8elEAvriKkM4mn9ZJwN3AzcQZyABm2ZqkDTK4XinFpULkZYJ16g,0,0
/?fbclid=IwAR0MQ3RaT8YdCMEwNkITBdSQ73oo2YqRwYulyY7TIyi9kuA6QxswbTon1wU,0,0
/?fbclid=IwAR0oGTYebhcyrDR8V5rQ7QJHCz4r8Tii5IyTncHKWoQ5-NQWpTIS646KsM4,0,0
/?fbclid=IwAR0OONVgubcjOtnloierKL0y3X0eHuHN0EwYaar5PVN5ph2sRPBex1CeeRg,0,0
/?fbclid=IwAR0P5WnKYrcip7Hq8q-V0YUJYSYbgMfPgZ3sso49mtCaspiZtU7Y4r6hnfY,0,0
/?fbclid=IwAR0PA2Wmfx0be-liQnS27xsodHaDYQRSxzJ7ek7-xna2Ebl5W3T7CZfGrwc,0,0
/?fbclid=IwAR0PWZSy4gP3PKqwKjcspgjB8Yfc1Bx2UZfCnSi9TDt5U3dExznBKX6Pwks,0,0
/?fbclid=IwAR0pxuHB51tk61eJHM7uuDQVM1I_ZuHgIqfjD9LoGVTE3YIyaK605yccnws,0,0
/?fbclid=IwAR0qCw7kXLRJSG3K5F8Ce_I-ZVC68UTmCVngmhamhO5YFjPD9fJDMfkeRvU,0,0
/?fbclid=IwAR0rjBIRJuBfwkr4tQUEks1vQwTuVDhjN1t94wd3UXJVPNh11cclOmG_REM,0,0
/?fbclid=IwAR0RMMarIU_Ozr_CYX3OyLRJIxaWB6mX5XB2NwmX904B4HCD6vRhU2010fE,0,0
/?fbclid=IwAR0rYZVS3WYLVI29wmZdZojjlvasnpA8u4kllM8IpyI2llxLFz-cz-Po5Ug,0,0
/?fbclid=IwAR0s58BYCweuO9c1bc095P2qy44dp3QAGNVf3PoabNcvKftpM6VN4Q_ViZ8,0,0
/?fbclid=IwAR0S9EDguNAiHhLoy6y6aI0HKDxw9jlYwKgHW2WM_LJpEtcLJsEC9Ja8f2c,0,0
/?fbclid=IwAR0TffBIJQTPLnOlepU139ezl955Sm9_0iMYgDM_7TQWSM8GvaPvXdrMn88,0,0
/?fbclid=IwAR0TsrkMFedI85ST2d2LYY4XOws52TSZdv-bRhSCEPhtprCu0P8Z-bxQZa0,0,0
/?fbclid=IwAR0twX9Il1Cj4yrdOw4_zM1hj7EucdrzQk28SaKwGoTD2_egdkaVSgCGs4o,0,0
/?fbclid=IwAR0vnKCk-Ev2Wb8KD4Nj3DaVDPbci0jPIT4hLcjqBDoLHq2b3c_MHILa4Q8,0,0
/?fbclid=IwAR0Whe6g47X5uWxAsuTIIu7d3Pmnszz_i3TRtxicXk-H1cgdfIQxWkYrz3I,0,0
/?fbclid=IwAR0WUkFNpZbExI0_3QKsodXcNsx4aLcy0RoNMkj0EL-xWK7_fpG4MhxaWQQ,0,0
/?fbclid=IwAR0y1MBOvrUrB_rnnaq_sO0X-QapJMl_UCbh8Ms7niqizA8YEd0rhmk9icw,0,0
/?fbclid=IwAR0YGzTqQ49tkYKQpMivWj6ubDyYQcAdaPWn_HqjwTR1Pbze9YttCh6rQsU,0,0
/?fbclid=IwAR0YWNL0hekxIjPIXZOynj5zj8_w1-rN3tvgoDlT0_UvogN0nGJhxZO63Lc,0,0
/?fbclid=IwAR0YzBq-Z7vbCDTPYKAbiiHPpjirQ8ggL38AWnzyS9JKTLILb1FLj5Knq5s,0,0
/?fbclid=IwAR0ZA9whAyV12B8YrZFecyAzvIRimVOO5rImsDx65X1L_2zDeAM_VSUHNaA,0,0
/?fbclid=IwAR0zCktWcnOzcNNwcW3Rh3jKrgLc1SuJCo3UsEbUc98uyFYxG_9Jho2yT34,0,0
/?fbclid=IwAR0zGd-Yhn7nkjbpdI0HptJpoveUATzgfMQSAuO_Be5f-0XggAjq8lV_Neg,0,0
/?fbclid=IwAR0zmzjnstWwc6bnSHymAEI4_SdehTePYvpvp7YqpqYmp8DGOBGqxIHTRA8,0,0
/?fbclid=IwAR1_iVLpRJki0K4_3qLT997YXHnnSNUTGa7Jl6SPjXkY_crRo8CqKXYOXpk,0,0
/?fbclid=IwAR1_zn3ZMBMPIuAg1HQoM9ZDB2r4GFeTy4Jw65h4iJQTEs7yDT-EqpcUUj0,0,0
/?fbclid=IwAR1-zo3OawOavZhwvX7fBQxtcDAbbBJihZ__HfW8PZGWnNG859BpviLCxJ8,0,0
/?fbclid=IwAR10-heohT1gBYPkDCByKMAUBLcNDLYFbd81s8-L196CmbHINPdBTnj7d5w,0,0
/?fbclid=IwAR11RWRp1b1vZ6p3uWKxFIEBc2RrIsWs-61vECXoK86kQUA5mCDi9hSYMfY,0,0
/?fbclid=IwAR12G2K1B5NO-8z-PmMcGkbZaCZmsUEsooIrCHSsLlfTaK0dtuMdbReAq2E,0,0
/?fbclid=IwAR12Rh4a7sUnQ1f0XoPHK4Iova6_u-EolCiUpIARoYR3SIeeMx2D0LVvuRo,0,0
/?fbclid=IwAR12WRIZojfh6e3xV_95X0l3aOA0p_6lZEIUaOMCx0VkWBpVcFdW_EPmhK8,0,0
/?fbclid=IwAR14cjCSjjh7SaIyqccvN75QHz4N-uQgUdmwa3XsG34ajy63f0u1knlL3so,0,0
/?fbclid=IwAR14JJcwzKcdmT09jLZ-ShT28jZvUIoSCg_lsolAKzjRKbMnamjrQfxhNZM,0,0
/?fbclid=IwAR14wmehlbEFTPvjyPr5R1LitVy4IHEnuTdn-NH3hafplFLlxijIGShRhC8,0,0
/?fbclid=IwAR15rxCb2pcS-aJ6-7V2EXuzrF277feCbPGw5-cYLLZYTVKYJ3I-HVKsVio,0,0
/?fbclid=IwAR164Ky7gaDctdC4mHJ0PXwzBCOG-ue9WXmr201fbrJLQGmGeuzB2JKtVU4,0,0
/?fbclid=IwAR16PVgCkKr5Q6QeI5nFWQt99mooqcd6dHZ9eMp7NlyWl3eSl4-K-tcgFzs,0,0
/?fbclid=IwAR18g5gRNhIctPPX1kSCPfBISGfmkrXKkJ0qN61s-OPy5UWFK5B70Fv_wxg,0,0
/?fbclid=IwAR19rTCZrm-vFDqLqfAXBQDDNuS_kAP4NV7A-k1ezCcGv7w4fLGsNVZEMns,0,0
/?fbclid=IwAR19tBZSh7eTUgoKB4B_EHBweK47NPuTcVCXFDtxlqWQEJPLo3E_1va_AeU,0,0
/?fbclid=IwAR1A4ReMACr_HiBBgJc6GdZnMNj-Y4HOOodrjY5v6IZQUQgHguYnSo05wWs,0,0
/?fbclid=IwAR1AhkBOPfL6qvSQCr4kvumOjN09lx6M8JSmGoU-8NsMmqzpVVauW_OFOXw,0,0
/?fbclid=IwAR1b0wQamCMotbjCKXyELfCKPOUaPVBsSz8lZPuNdM7rZn1dl3jKTmQp0ak,0,0
/?fbclid=IwAR1bTo9znfqGZgOlM7MbmAulUjeObVtHYTqM4ai3jB3vfYrmhhawQxlrDFM,0,0
/?fbclid=IwAR1C9wVrwBJn7T8xrQbr8O0DZlTBaxLd9PQwCBqBX8x0gubBSOmJGdmWl1g,0,0
/?fbclid=IwAR1cwb_0q270nSdYScRiHod6SDWKgDlbRL8e8sHKa9rMIZ6Nu--jmMWkstg,0,0
/?fbclid=IwAR1cxjE0S1ulQJj0xSGJFSLNvhQuHRJYZI0P6WAh_Z1zFBeZvrCJdCiRIhs,0,0
/?fbclid=IwAR1dGfHq63i2GFZYxxOSXntkkHiIVfzkLyaql-I9EdcygXVWbA-oCLPUZwI,0,0
/?fbclid=IwAR1DMNJnZ1QrEXmytuK1JiRBZ3ucFmPS74mriSzIns8xtU9N4_p6ycwH4gs,0,0
/?fbclid=IwAR1dy-jF4bSiNqX3LZs_GnBHIrozf7u_C5Oy3Nu7lp4hRpQsAH25Rkbthn4,0,0
/?fbclid=IwAR1dz7z_lfsAD9-fQVM1FmUnIFgKngEozjUbL8qyJoUN5c0ICjSh3xWkbSs,0,0
/?fbclid=IwAR1e1TBLZBZvDZ6PEBpV0El6aMKAtbFlfv88Dk-hGJRK0-rgPXRaDITF3f8,0,0
/?fbclid=IwAR1eqxCPCnsvRlYKuHXbMpkOzaBiaJNlOlQCAQ_IuJfYcL2IpSsITRs3OhY,0,0
/?fbclid=IwAR1eWpMU1aeHU0SYl61HVTtyEw7KwdWjHQkHMnYb5A7wWaGMcpotwe4zX6M,0,0
/?fbclid=IwAR1Fr0sWswFmCNRZyGM9ZLKCf6dnhbTMl_xjy8PuhCGLBLf_osxR9t_LXS4,0,0
/?fbclid=IwAR1fzuEoC8ewlEYn8UWHW6AHS9PwiL4gJaU2qquJy3tdaqc8iiq9O5ysEns,0,0
/?fbclid=IwAR1gjvLbeCGTcg-GiDSt3sMeZ8_hWqLXDVah4MBD5n5rKIETBIfkAbBimXM,0,0
/?fbclid=IwAR1greBE5M9eUQO8ULn9dbvqDwb2Jfgeap3Q4DLbz8qbz9HwUWwLSg_I6gg,0,0
/?fbclid=IwAR1Gtcqh849Lovz2CyJzFK4drqZv8PNp2bhDMYLbSEWPKg9GPDZAChXVx9k,0,0
/?fbclid=IwAR1gUdpVBtUu7h0At_iiKB9QffQCDx2HA8QePcrG9IC81jq2SXlMNGyTx_4,0,0
/?fbclid=IwAR1GUSLeSWr8gA5YXXovhCRaLfaZJuYEvzPrUg-u83SXD6KkrfWf8psDgfg,0,0
/?fbclid=IwAR1Gxxd0dpNZD6Tqp9Lma3eXOkgrxFy6ojDHOq1xGkPf9mGMFXqA6-S9VLo,0,0
/?fbclid=IwAR1h-Fn0mhsJi2LE9bdTQPAXZzdWO6MhFgN3u6PU_93Vi8_uVCcuLj42ZtE,0,0
/?fbclid=IwAR1HAjhGTC27OFoP3LXayKM1qFm9jW9kjTuYgL4cX5pFa6To6T3PZgj5juM,0,0
/?fbclid=IwAR1HWMVx3Ol00ZK4BeUk9zxbb1j40_jvn-oepicMl5yP1huSF7QtUsFmpjo,0,0
/?fbclid=IwAR1hWRYiMPCLCoA_iyAfSx4-FA0hg19ODJBFIbcuFnJQc5Fs3TmWgh6x4Vw,0,0
/?fbclid=IwAR1idIIuVqKjBB8D6NyFlMHL6o5APySsbAxawRj65ArDkAoyT8b-hnyJVYk,0,0
/?fbclid=IwAR1IHbolFwbDcRnOOEa7bjz9uX2go_0j1HKAexItQ08VAwwV6SqihgorWU0,0,0
/?fbclid=IwAR1J6o7vm0Obb5Olku173O5fjYBEeCXWyF2b_u4-OkpS5VE3Ft5KBF3-bfU,0,0
/?fbclid=IwAR1jqDS0C-ClLg1dHZMlQvw6W4DLSMOLkAIWnF2QAgNCAYpx153HmbWdBjA,0,0
/?fbclid=IwAR1Jtz5E7G7IMdS51oKK1JTsdV9aTD2AgxLI1gKtUjXXuzbteGQUlH4LAD4,0,0
/?fbclid=IwAR1jWAsO6enyU1eOeFHEOQScvbB2ahV1vNlHxH-rz9NiTcaBn671kVxymNk,0,0
/?fbclid=IwAR1Kbms6oTtjEK_Vu9w5Yzyfi-1Efm1c9eZw2affgYkGoQqpQwucU7Uhc_8,0,0
/?fbclid=IwAR1KiL6qBQVwNqr3YdCTJ5EnG_ojormrzYAZKMCEA79O0W2ISsqRuX5Ot0w,0,0
/?fbclid=IwAR1KQhvbGBWKrBcyxWtUoN0QXl3VfX6I_-UbLV4f1XFpVd7P-X5lxbIVkGg,0,0
/?fbclid=IwAR1L4nL7F4LFGqNBpegB1QgRAaSouj04W4JHBEc1xKwsYkddCnG5g8HJDCo,0,0
/?fbclid=IwAR1lhcuL9e9fmM-yG4r-sNO3Ugaqt0aKwItT49ZMFVnY8qM0Da1LzxnVqDw,0,0
/?fbclid=IwAR1Lus2uN2noJb_3pQKhcrFI1e2ZKNGsiisL9vbS3smNp0wZIHhptIu2o24,0,0
/?fbclid=IwAR1mCRKs_Wde3WdI1JIBMbrPBw1w0u4ezU1gecBeZrxGCjORVmmWJTy7m3k,0,0
/?fbclid=IwAR1MJYca4su33aAtctCuwP1ZMH8ATDmEP1-KsqWJONBGjxAHwohUqEArL3c,0,0
/?fbclid=IwAR1Mnotu6FjsEJ-rIwb8yNWTguIG9mkQbQnSezDxtfnu7ehoCL4nVisA5WU,0,0
/?fbclid=IwAR1MxstscSxIShfUyXGEc9G_FBfhZhWWfY08PLVVGcMjf-DTx0pf-oNFjS8,0,0
/?fbclid=IwAR1N12AA3wZT2aitn41j4zvzwdMKVsCNRHck9h0jVwm6MZMBhgfNsfOBHOs,0,0
/?fbclid=IwAR1nC8Ar0qhXn7f-ySe43__09a2t5mLeDEAyoo7sQG0IF-CKMpPPThpOdsE,0,0
/?fbclid=IwAR1nQgjPO1jBNNKon_Vi9MB_yKe-3UIA21EyVI0JS0qzaUMCdvM-zh064TU,0,0
/?fbclid=IwAR1nqmnHLCaLkxaoLfId71INXj4vK_ymsyfZ15brOhSZ2ZWkAVhDaS6PGQc,0,0
/?fbclid=IwAR1NYJhB5ncE8Xp8tXufZgOitIrsyNL3wGrqPwdnGYKQYf5A4uPTtUJJASc,0,0
/?fbclid=IwAR1nywWRs0B6SrpQio3X4Bii8c4BgPEdlNoKMzPVKiujw3kpDlqgIawNTN0,0,0
/?fbclid=IwAR1o6n441utDPRP0BvLj2fRphz9GVVetpKPjF6cCfMoo2pFTNK-J1vPrmkw,0,0
/?fbclid=IwAR1OyZ9s_A3zKFiQI7Bn6MF4SGcX08prNfXEj9CIJr_kfE1PDNQyIQ5BkGs,0,0
/?fbclid=IwAR1PdzAISXI0bXLeNbL8s0IqwZgBsgjsglHyETz2SXJhvflWbfkDpcchzCY,0,0
/?fbclid=IwAR1PxPyRa8-cSZoP4IxZ_JeqIV6K3Rb1ISdlcBlD3YqudF_w2yRi7HJ6ZcY,0,0
/?fbclid=IwAR1Q3IBhApos9V8i6WmxtC9_qHZyDpTmG1PKYzuiQ_sOxlTFwvUV8KxYHX4,0,0
/?fbclid=IwAR1Q43XrnIYr1a7h2j4MYcbxSO0HEDNTQtm-9dFKGVhnnXqiE7WSSPzeGDw,0,0
/?fbclid=IwAR1q8YVMvMGWX4iDpZaz4ux7GRymDhXLfEjJyBGBTjLujZaWIx-ZGNZNNEA,0,0
/?fbclid=IwAR1QhhynX806iaaoCTAr2W55AKauukcqtLKhES6tI1ReUDwMs82fCBgQB2g,0,0
/?fbclid=IwAR1qMsfj7lNIDFdAsl-BdE-_U0UDhC0wJ3s1n7iwaaqH72UdFhZWkOI7-sg,0,0
/?fbclid=IwAR1RHV13sAditoCa6KpciJhGOtdspgHZRLc89d_PjJDtCiNMI6xz2ldcjJ0,0,0
/?fbclid=IwAR1RlOFu8Fel6PHdCR6iEjlrAQ3L9g2gnsYmOHaWt6ql9W61Lz-DpJNlBsc,0,0
/?fbclid=IwAR1sI2jUO7I5PPUB9T822qtC2OKnxhQGgmcxssDQigx2-8UcZM5227ZeWw4,0,0
/?fbclid=IwAR1StNZkxWyJ9z3CKTHqv7fL5v5n86sRa9P1RHQO3wLmOQY3MwsGi_3FOdU,0,0
/?fbclid=IwAR1svA9GKFee0Ui0KPnOEx5tLOVMdXm54C60a0KYN2MjBCI23fg1MQlGmhc,0,0
/?fbclid=IwAR1TcHAlbn4rQKVKGqmOVbqYK26kEm-JZI2SflNc1zRKH9kC2A3LP4bkFnU,0,0
/?fbclid=IwAR1U_GpnqJggIYLumcAADMuJ7gldUOj41p6MV-5qo3QSDaOZqgYSzRl_56I,0,0
/?fbclid=IwAR1uaG49rGGI7gJmXsVDfpn_0aWDt0vZSuEyDsUWp-keTZuUfSFjIgelTBo,0,0
/?fbclid=IwAR1UMue9QzmddhVhUT6IaZ9nlmo9i_h7ocs_yTtfe95VxXTLIrPU55KNCyI,0,0
/?fbclid=IwAR1V7Pvt7_E9o7zbjLjPkjMO5jKaB_x8KaokTjgAVaVEGTVCAe7K89dbiWw,0,0
/?fbclid=IwAR1vC6FoAP97nX89L07-tSvIwpgwO1N2_E2mBqnVx_n9L-EPvcz38LxDD3Q,0,0
/?fbclid=IwAR1VJvtFzvNCIV-B003AW32HuYvyp9AFEhp7OHQ36V0KSbyS4WcWNNhSCUM,0,0
/?fbclid=IwAR1vRXDJ3TOsqB-y8GRRVBNf5CSgRDudTvD06jJyjjGHvsynkfs93_TJrDs,0,0
/?fbclid=IwAR1VsmPzrflfkHfsmTFJoFILSz_GvBGYQN_JbJBkpTwNDlliz4UZj2BAxjw,0,0
/?fbclid=IwAR1VTgznBmOwRLVbl0RYNSpkNlsBUt7ui7N43SW8HuraLpfOQ-tXNRE1sCw,0,0
/?fbclid=IwAR1vwJBR2ZbGHRJZi_IIHK2oNHhPLQa5RJLuXzKZI1mX830xShKopi_fggA,0,0
/?fbclid=IwAR1W90QYoZAlpnkEw7Nu_uFK9vx7FRT2mPwH8rF8Z4-kOloI5llrKIu4dXg,0,0
/?fbclid=IwAR1WKpNBlO4wSg0tdXM3qSdWi-Ik4ZlJkRjuX1GvjDhkWGpI8pDZeiWbaOk,0,0
/?fbclid=IwAR1wQfCUw72YR0zNlSrYfvg_hlylFdyNOG-TeuAPDrkWjSTjdTdFY_GoGr0,0,0
/?fbclid=IwAR1wwVU55tSmSjjsAE_AmmVeQscMqDEQVl8BHHaABBK-tIEKUm0H67oRS8o,0,0
/?fbclid=IwAR1XhBCLr5eNSpYsKfRbzhJFSCG-wBpEG9eBj3i1TRbxVDl03hR4Yl_9Yco,0,0
/?fbclid=IwAR1Y4yAg00lH67T9be2umEvXOpoCSMKwysrFzjhVsaxvmXVKiKOxY2zipt8,0,0
/?fbclid=IwAR1Y9ibwMjyYfMFWJ3Fq_cbnBmkm6oJyP5gmfhzz4z8qEgAaRHi2srdZG1w,0,0
/?fbclid=IwAR1YfelaA0s4Db8isS0xlA1qcdOAFoQwxSr1CHCwK2AGMrntTvE9TfNL4RE,0,0
/?fbclid=IwAR1z3wR7hAsuEZwyA04O_jUnprLYDgaRA5LfMugaFbp6UYq4SxV1f858d5k,0,0
/?fbclid=IwAR1ZXIeGDls6UXgxbP_JKJiPRj07sCGiZYZoApalYIQ1ad-3OOZ65iKzqR4,0,0
/?fbclid=IwAR2_eCf3Fzru33iIfVzbhyKg9s1bI5kLyNzPOvlC-p16GK6IjOnzRJYJUes,0,0
/?fbclid=IwAR2-BjT74FsbQ69Jy7971MuT360h4VMtWcprr_GyKAxPOtUgwzos9279hlU,0,0
/?fbclid=IwAR20bfNT18U12EZUTxm9n2rPhpgiusgLyryWiBiFH_admdajZBH83-IdBc0,0,0
/?fbclid=IwAR20cqG2fKk7Fsy9Y7jyX1zigLZYlgsKrNMzEIi22Q1vip4Os824o4M5jSM,0,0
/?fbclid=IwAR20ikJSdTg_1QxbmSg9BYdpqdbjccYU3qhKTNXO3ZbBLdzFE7Qp2CCt1PA,0,0
/?fbclid=IwAR20MgkymvSuPGplAyiaKdycnxfGBsS7RybJ6KdBQL6HxeIXy8uEhaGgR5E,0,0
/?fbclid=IwAR20WIuur9FIqMppsF6Ygz3fAXrQjqc2zM8L5LefE_f-tjjUrlzt2aDSyvg,0,0
/?fbclid=IwAR21pFlPQTZIonhgsXMcTJtNt12kvHKfqfaMVphugUmsNCCkO1NQhpt7txk,0,0
/?fbclid=IwAR21VEbczPsIdqEbk5Qv-SpB9auyrqYk4UIVF4n1fuGuC5ET8nqd_ip_xPs,0,0
/?fbclid=IwAR22wfUwmcYNvGY2i95nhO7rdXUe40vbxUiMfN-7tnUwVt4c1pnLZ4ZzSBc,0,0
/?fbclid=IwAR22yHFvX6HC6HnxNj8kwipv64wuFEHvFzIZEtb--IGSWoFL6Rz6p1qayq8,0,0
/?fbclid=IwAR23Cz6FzsV5H2_C8Rx357G1HYMS4VieQP8zci6cpCgQfEQatOCZTGYR554,0,0
/?fbclid=IwAR24x-nHzg2bOJawiQxdryRuqDtAUa-JMec9TEwFTwP8q7aje3ROde8qWL4,0,0
/?fbclid=IwAR25auCGioSyOCK7GsmJO56-0eLTx2cYyaTEywhCom7AcnMV7Q96vZPNYok,0,0
/?fbclid=IwAR271nt3z_co0XtjbWHBx9_vDRl_yc9joLUAE0TKJ_dOt1m8pJ9rXi44sQQ,0,0
/?fbclid=IwAR27lmKf6C2QQhRFh6wUDxsEZUtwS193aJ-6-JKx4bnhxd7gEUIyUGS9wH0,0,0
/?fbclid=IwAR283Bb6XbVNffvP86F_Y9vB4dHm1h6Oi0AHO-qnVGd8WXUyX_6cyBNuFWU,0,0
/?fbclid=IwAR2885KKKmK_dcly-XW5-HHwmok1kOg05IewIVpbx7kuI38gce9LdFVZuCA,0,0
