landingPagePath,goal17Completions,goal13Completions
/blog/top-data-podcasts/?fbclid=IwAR0tIPCHmIwC8VceNLavLjWQ4Ozskkp9n71Rm5SKGDM--XXoepnWeJK02xE,0,0
/courses/managing-data-business-insights/?fbclid=IwAR0wNe_iwSNIsEY3nfCXL6wLpYzu_mc3i_ezhYZ-y7w4XPDMUQiGjScxcjQ,0,0
/courses/edaid-apply/psd/,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=62ef5dbe97,0,0
/summer-school-2020/?+CSS+launch=&mc_cid=a6b120e689&mc_eid=ced2479921,0,0
/summer-school-2020/?mc_cid=f7feb03915&mc_eid=5dc452b76e,0,0
/courses/learn-javascript/?+CSS+launch=&mc_cid=a6b120e689&mc_eid=8bb185cd42,0,0
/webinars/?fbclid=IwAR0DVoAHsDKhn1COx3wbeId2RmyGGwkN6YeEVqGCgzq9SXCFDqyEYFyeEes,0,0
/blog/meet-the-team-stephanie-boyle/,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=99bbb443dd,0,0
/courses/python-for-data-analysis/?mc_cid=f4ee631988&mc_eid=828c41f9f3,0,0
/summer-school-2020/?mc_cid=f7feb03915&mc_eid=d98fc25a3e,0,0
/?fbclid=IwAR2AGmd8buNm-ZT2yPMUOg2qhM_IMPlWtSUqPl6QgyBJAlUlUBN_embaJec,0,0
/courses/thank-you-learn-javascript/,0,0
/summer-school-2020/?mc_cid=ee5a4efb9e&mc_eid=fa356afe14,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=ced2479921,0,0
/?fbclid=IwAR1sI2jUO7I5PPUB9T822qtC2OKnxhQGgmcxssDQigx2-8UcZM5227ZeWw4,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=d18017f185,0,0
/courses/learn-javascript/?+CSS+launch=&mc_cid=7d6b21ce35&mc_eid=b6e6fa798c,0,0
/courses/learn-html-css/?fbclid=IwAR1gyYyjkvz_OMTjpSUyFqNXR_izTjClStmQCNHTMExhI1N0IANX4pVTLSQ,0,0
/courses/professional-software-development/cost-and-funding/?mc_cid=39d929350b&mc_eid=1531fbbc3f,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=[UNIQID],0,0
/for-employers/graduates-for-hire/?mc_cid=000c0bf7c2&mc_eid=c8f99d7398,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=92a36f5f7d,0,0
/for-employers/graduates-for-hire/?elementor-preview=25475&ver=1587482466,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=c5a2de64a2,0,0
/courses/professional-software-development/?ct=t(Virtual+Learning+Experience+Update)&mc_cid=345c4ed3c2&mc_eid=[UNIQID],0,0
/for-employers/graduates-for-hire/?preview_id=25475&preview_nonce=45df0feb58&preview=true,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=63bad55767,0,0
/courses/learn-javascript/?mc_cid=ce8d09a904&mc_eid=ac76e9b665,0,0
/blog/7-reasons-to-study-data-analysis-at-codeclan/?fbclid=IwAR3Ypgxa-8JIAxwoouvSCgHaApUN1zW9Z68wtkkbLR59JCxmLn3NZ2eIfhU,0,0
/courses/professional-software-development/?fbclid=IwAR3Zgpyj-99B5GO3iBholne624pqjDLPwYu7B7BtkajYL9iP9wsed_HGRSY,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=4f39d5fe14,0,0
/for-employers/upskill-your-staff/,0,0
/courses/pay-with-knoma/?preview_id=27246&preview_nonce=7569b94667&preview=true,0,0
/blog/find-inspiration-kats-student-project/,0,0
/coronavirus/?ct=t(Webinar+update)&mc_cid=fbf9a00785&mc_eid=[UNIQID],0,0
/courses/programming-with-r/?fbclid=IwAR2lUAlwRYy8bETA3LqsEql14F2OSEzDhexb2w4lbfIvnYyeraDUWCRHlzc,0,0
/blog/meet-the-team-katie-jeffree/?fbclid=IwAR1kb2E4SDepTIaDqcAZLtCFJv9CNrMtZ2qkl_t6aWWnugnh8UNLEUsgNa8,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=552f916668,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=ffb6b9a3a3,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=8086903167,0,0
/summer-school-2020/?fbclid=IwAR3i-LusYkCPZNISSgdmFJfs5hFCqTy2_fDFozXVE8UXMIGcReuHk5EfoXY,0,0
/courses/learn-javascript/?mc_cid=ce8d09a904&mc_eid=fb93823076,0,0
/?fbclid=IwAR1Y4yAg00lH67T9be2umEvXOpoCSMKwysrFzjhVsaxvmXVKiKOxY2zipt8,0,0
/?fbclid=IwAR2OQ_T5dEXJ_brJ37ZZkXNCjNfZCcl2nsDYQSnNz7uGyUvkgbSS0OUq4TU,0,0
/pre-course-work/?fbclid=IwAR29e1SZoYCHIzF3xkfbpAGqEngpyJ6sMBTdsmROizPVncAsV39P-rFr6lY,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=5fbd4f7205,0,0
/courses/learn-javascript/?mc_cid=ce8d09a904&mc_eid=1bf7ec2b12,0,0
/blog/understanding-understanding/,0,0
/2020-data-short-business/,0,0
/?fbclid=IwAR2q-9acG0Uviz4cqh5jrDBFdIaraDDVHlUPJIgsmKUtbbXJG4hcZmADMlA,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=85a002398c,0,0
/blog/david-nhs-junior-developer/,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=2fc9f56062,0,0
/students/5,0,0
/events/?fbclid=IwAR1J7XH9hV2KPZlxTve7cwRugDV8YZGTT91EGeMXd5V31RxWSpLd4jT3jvk,0,0
/blog/top-data-podcasts/?fbclid=IwAR2VvPIsQ2wsCCj3JuouDpImp5GRV7EXybQ-mCki_qMmbPll_K9bHZrYX68,0,0
/blog/top-data-podcasts/?fbclid=IwAR01l2EJRJgaAbIZVzQUb9DWphhjxzrz4tacmprwtTkmgbVLgRn2vvOZWtk,0,0
/blog/top-data-podcasts/?fbclid=IwAR34x_W1dY5afGq8zQjYicfU0T_1RBW1Rsti5CLd_-yJsGiCZICtSPEMn1g,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=cc5cd6a45b,0,0
/courses/understand-software-applications/,1,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=ac76e9b665,0,0
/courses/learn-javascript/?mc_cid=ce8d09a904&mc_eid=066309dd92,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=3356872036,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=57a85ce85a,0,0
/courses/python-for-data-analysis/?elementor-preview=28736&ver=1591698402,0,0
/blog/first-developer-job-advice/?fbclid=IwAR3gHbx3hmfNfuOhRfT2wXiyhQFJM9gSf1XWHTCBt5PQUxU9OS_897v7Yvg,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=8bf38ad8ca,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=040a95d565,0,0
/blog/how-codeclan-pivoted-to-embrace-change/?fbclid=IwAR0-JuDieG4QzpztmjuVIBJqwNynJWaEpIcJtgJwh26flIGfuYh7TT-iAEA,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=02952a3172,0,0
/?fbclid=IwAR0c4JBm77L_0vEIF_PNZhYOeFPLuocFmUpbVLz6l2xJqhO8d7rLEM6B_eU,0,0
/courses/learn-html-css/?+CSS+launch_COPY_01=&mc_cid=ac71aa33d4&mc_eid=0b8a5ff711,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=a0578c2031,0,0
/blog/codeclan-second-anniversary/,0,0
/events/?fbclid=IwAR1nDVwmTtS9q3V_7NpuBAcPiQuEcxRTO29uYIuo375HXY0UXQx3njlVIHM,0,0
/courses/learn-html-css/?mc_cid=94db439b5b&mc_eid=21ea9d348d,0,0
/?fbclid=IwAR1nywWRs0B6SrpQio3X4Bii8c4BgPEdlNoKMzPVKiujw3kpDlqgIawNTN0,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=01ecb6908b,0,0
/courses/full-stack-web-development/,0,0
/blog/category/whats-new/,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=ee3357f529,0,0
/blog/first-developer-job-advice/?fbclid=IwAR2xod005Yi_4LJj2Mp2oGQv3PAYmLhIUScUumJ0DcRE0VUl0XkmeYOSDZo,0,0
/blog/meet-five-codeclan-career-changers/?fbclid=IwAR3g0AIefYywge8Y_wyc2_hCOH4L7lp1Ty2BxNhwWc718FQ7UUpFDHOY0J0,0,0
/courses/bespoke-courses/,0,0
/?fbclid=IwAR3de3rW6jvokDYgOEQldZ68zvVQpfKvSzbjq3yHYU8W9MoURon3eiJXEEc,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=1648dfd4cb,0,0
/blog/ask-for-help-coding/,0,0
/courses/learn-html-css/?mc_cid=f4ee631988&mc_eid=1fd8053255,0,0
/courses/managing-growth-with-agile/?ct=t(short+courses+uk)&mc_cid=9e22d3be4a&mc_eid=[UNIQID],1,0
/summer-school-2020/?mc_cid=f89ae701a7&mc_eid=61b80d35af,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=85a002398c,0,0
/2020-new-managing-software-development-teams/?elementor-preview=26878&ver=1586774452,0,0
/?ref=knoma,1,0
/?fbclid=IwAR164Ky7gaDctdC4mHJ0PXwzBCOG-ue9WXmr201fbrJLQGmGeuzB2JKtVU4,0,0
/blog/how-codeclan-pivoted-to-embrace-change/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=f7cc634033,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=e10dacb8ff,0,0
/courses/learn-javascript/?fbclid=IwAR3_-vin02S7xMk39q6Cy7aKS4VQjly2KfOpp3SU_iEsGK3pYoHt7DTzOZo,0,0
/blog/how-codeclan-pivoted-to-embrace-change/?ct=t(short+courses+uk)&mc_cid=9e22d3be4a&mc_eid=[UNIQID],0,0
/courses/understand-software-applications/?fbclid=IwAR0JGGT77PhtE7WAcSLGHQ_2IsgPLAcArlnsGs8nt_pkP7ojCKiOvgnFi3Q,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=5cbe2262e6,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=34f8d51276,0,0
/summer-school-2020/?fbclid=IwAR3JlX3_DuyHcFO8wHzN9aPzSQzU9hSkU4-KGBZVwhDh6W5ZpfvEyijt8Jw,0,0
/summer-school-2020/?fbclid=IwAR3ca7JrG7jn2xVFhVL2ovNsmD7Ag-VNhQf1WEx4B3um2Th2UNJMqbudPkg,0,0
/blog/2018-our-year-in-review/,0,0
/webinars/?fbclid=IwAR2h2oGSxo4ew1QYxMdZVttw6_-wO-pFBSYDUNrZPIJ8vlTJNHpz8m_dtrE,0,1
/?fbclid=IwAR32ifKJxkgAcubv_bIZtYw9nl4fu1Rg0bEKMVBt56Tidkbd4m7QUZAngqg,0,0
/data-protection/,0,0
/?fbclid=IwAR1Y4yAg00lH67T9be2umEvXOpoCSMKwysrFzjhVsaxvmXVKiKOxY2zipt8,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=4f39d5fe14,0,0
/blog/7-celebrities-didnt-know-code/,0,0
/courses/learn-javascript/?fbclid=IwAR0maYNT5PpuCP9MIk9AdoCDUL-4pWADAeALDld69tfkl_AIw4JOGALSW8U,0,0
/subscribe/?fbclid=IwAR38b-xeT80x2Yz_zobe5oNQVr3Ogy0dzvlajHOqlFWz6p37eJ26JEab87s,0,0
/courses/?elementor-preview=22&ver=1586866486,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=0fcf873973,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=caa1635d29,0,0
/blog/how-codeclan-pivoted-to-embrace-change/?fbclid=IwAR3RCTkjttRw4jecekEzlnjE2Rsl-ANBDbm3-HHhboNjlf-wvOWFGI-w578,0,0
/coronavirus/?fbclid=IwAR35UBEVh6eM1vtC1ZflZt4qiYTs6QZxyZhxPMn3l0LBuKEOerfT0gifTSk,0,0
/?fbclid=IwAR1WKpNBlO4wSg0tdXM3qSdWi-Ik4ZlJkRjuX1GvjDhkWGpI8pDZeiWbaOk,0,0
/?fbclid=IwAR21VEbczPsIdqEbk5Qv-SpB9auyrqYk4UIVF4n1fuGuC5ET8nqd_ip_xPs,0,0
/updates/newsletter-thank-you/,0,0
/?fbclid=IwAR1gUdpVBtUu7h0At_iiKB9QffQCDx2HA8QePcrG9IC81jq2SXlMNGyTx_4,0,0
/?fbclid=IwAR2Yv4M8T6QC9cY6yTpfhFF8TtsIv4ARTindbSo4KOpPRCLuZUYMvVOP4Ls,0,0
/blog/codeclan-second-anniversary/,0,0
/blog/7-reasons-to-study-data-analysis-at-codeclan/?fbclid=IwAR2fYpJLFkEYcGUqLutXGTOpyydyfYv_CdyW0ZYM6Z46zH3s70RupaWrnaE,0,0
/?fbclid=IwAR0G6IgcyJqxbsUrQamovEulwjHFcycUn7oQlEuNAQl9f0rR32XQvszZbZ0,0,0
/courses/learn-javascript/?fbclid=IwAR2lgagCD99AwJJ9Wwyr5qkqGb4oVdJKmOG__zH_NgV4cfew6KIZv06I3-A,0,0
/blog/9-common-misconceptions-coding/,0,0
/blog/how-codeclan-pivoted-to-embrace-change/?mc_cid=000c0bf7c2&mc_eid=[UNIQID],0,0
/?fbclid=IwAR1PxPyRa8-cSZoP4IxZ_JeqIV6K3Rb1ISdlcBlD3YqudF_w2yRi7HJ6ZcY,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=d18017f185,0,0
/for-employers/,0,0
/?fbclid=IwAR0pxuHB51tk61eJHM7uuDQVM1I_ZuHgIqfjD9LoGVTE3YIyaK605yccnws,0,0
/?fbclid=IwAR2AGmd8buNm-ZT2yPMUOg2qhM_IMPlWtSUqPl6QgyBJAlUlUBN_embaJec,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=80099ac94a,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=d41584730c,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=783191bb32,0,0
/courses/managing-data-business-students/,0,0
/webinars/?fbclid=IwAR16ZRCmDgrx8Ie1TQnvQJAf8qTo7ruEb2r2_rnuS_7haLDbS7PYEi06tVQ,0,0
/blog/meet-emma-from-primary-teacher-to-front-end-developer/?fbclid=IwAR0kqEbpEVSwgt_zziccP1_jMU2DNz2lc6mHZVotu2aoTPgdxxXGhtass-4,0,0
/courses/learn-javascript/?mc_cid=ce8d09a904&mc_eid=a13864c4ce,0,0
/blog/how-codeclan-pivoted-to-embrace-change/,0,0
/courses/learn-javascript/?mc_cid=a8de940045&mc_eid=090d7b5abf,0,0
/blog/meet-emma-from-primary-teacher-to-front-end-developer/?fbclid=IwAR3tO_khYtHIfqUlP1FJp3p8HvNza8KUII6cOmIWOJEeJa646WJtdgm0E7E,0,0
/courses/professional-software-development/apply/,0,0
/courses/learn-javascript/?mc_cid=f89ae701a7&mc_eid=a220cbf60c,0,0
/courses/learn-javascript/?mc_cid=dd2f1dea6d&mc_eid=c753258f7f,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=bb941f1765,0,0
/webinars/?fbclid=IwAR2Kp5S_h3fYqq1Raha_5Df2c59GWd0VYFmvVdRk0VC6xm8MXHoMu8PRhR4,0,0
/summer-school-2020/?mc_cid=f7feb03915&mc_eid=5cbb438c69,0,0
/?fbclid=IwAR0qCw7kXLRJSG3K5F8Ce_I-ZVC68UTmCVngmhamhO5YFjPD9fJDMfkeRvU,0,0
/coronavirus/?fbclid=IwAR2HQe0pfQo_SzVC5jhJ8cau7iN886HK7RMLMyTSBkEHUpORScDN1sDJDIg,0,0
/2020-new-highlands-campus-page/,0,0
/courses/learn-html-css/,0,0
/blog/first-developer-job-advice/?fbclid=IwAR11JWtfTZBorhbZs2bsVAmuiWv4kV8BWD7RYfyzj056HocRZtyfn7scTeo,0,0
/courses/?fbclid=IwAR1ohjR-64JOVajxJCWALvdTE_hJRYRGchbfnEuhDB-Nr78AGkHieFAxjUc,0,0
/?fbclid=IwAR0jKKZ848Pzcx8S3a5P5YaRCrSFgM38eXvZyX2gJ8y2Jf9cVezBHOCS0NQ,0,0
/blog/meet-the-team-jessica-longstaff/?fbclid=IwAR1yjuySFsJzMTZ57pCk_jRJEyGPfBdLgWnCR7NKRqgm-LBV-3iaVCwR5tU,0,0
/courses/understan,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=e99f60de85,0,0
/?fbclid=IwAR2OgZRsaqINdRhh6hZU31jG7we91Oz6bErS68YvcweVpAE4aocZyNdDzjc,0,0
/campuses/highlands/?fbclid=IwAR1rLgGYGyJHa6wAhFHPMCvNmQOu7ZUREK-9AZCanTKWtP_9bL-0699tvmA,0,0
/2020-short-course/?elementor-preview=27613&ver=1588246490,0,0
/courses/understand-software-applications/?fbclid=IwAR0JGGT77PhtE7WAcSLGHQ_2IsgPLAcArlnsGs8nt_pkP7ojCKiOvgnFi3Q,0,0
/campuses/,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=ed70fefcb3,0,0
/courses/web-development/?fbclid=IwAR0us6JA-kOZQDBIjh0molzYPS4ZVI7jBb-u-0W4rkOTkQF9GJ-GhDxeBVE,0,0
/courses/learn-html-css/?+CSS+launch_COPY_01=&mc_cid=ac71aa33d4&mc_eid=a6cec04f5b,0,0
/courses/learn-javascript/?mc_cid=dd2f1dea6d&mc_eid=9a4e18e166,0,0
/2020-hiring-partner/?elementor-preview=27462&ver=1594130907,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=a872f6e3dd,0,0
/for-employers/graduates-for-hire/?mc_cid=3f0d7e8e61&mc_eid=20d25344aa,0,0
/blog/graduates-journalist-junior-developer/,0,0
/blog/meet-the-team-stephanie-boyle/?fbclid=IwAR2gCf2QTv7eTm6kHGLYAGTPYB_sY-U7SvMvaRViDw9uLWl4BBwJ5U7MrPo,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=118a208a99,0,0
/blog/how-codeclan-pivoted-to-embrace-change/?fbclid=IwAR3RCTkjttRw4jecekEzlnjE2Rsl-ANBDbm3-HHhboNjlf-wvOWFGI-w578,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=fe39f75873,0,0
/courses/ux-design-fundamentals/?mc_cid=251d33717e&mc_eid=6ffba19b51,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=42273c0332,0,0
/coronavirus/?fbclid=IwAR0jnI0Z4RtoAo_Va5g4_jnKHtn6mnnYxel-7WZqbCkxAEkLHVBw9TIiiw0,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=9f883cb36a,0,0
/?fbclid=IwAR0TffBIJQTPLnOlepU139ezl955Sm9_0iMYgDM_7TQWSM8GvaPvXdrMn88,0,0
/?fbclid=IwAR1Lus2uN2noJb_3pQKhcrFI1e2ZKNGsiisL9vbS3smNp0wZIHhptIu2o24,0,0
/courses/data-analysis/?fbclid=IwAR3brRwZ3vUlxBb7EFiJqIFvvoeVA1bwpOjks_ArHKfb-VCMqsdR227P6t8,0,0
/funding/?fbclid=IwAR3fgTORr1oXDgMLi52vefJAUIZRk_VRF9fBLl90zwt5Q-gjh3djQIvUNls,0,0
/about-us/our-team/,1,1
/courses/learn-html-css/?fbclid=IwAR2yUs8ucLVQPHlf2ckZVdO3kPEhckojCTlJKTnoGN2PzxVT5ah7VAJY4WI,0,0
/blog/three-social-impact-initiatives-we-support-and-why-you-should-too/,0,0
/courses/data-analysis/?fbclid=IwAR2LNAkffCXS8yebS8jwzhpLgCa7GyiWi_CK6zULoKuz6b5B4DeQyqQa0GQ,0,0
/blog/meet-emma-from-primary-teacher-to-front-end-developer/?fbclid=IwAR03LY_CFbTaRtVdBu80Cm-dJOu95NRhybIs6yDixqOaw1YjQLwNvbDt2S0,0,0
/campuses/highlands/?fbclid=IwAR1gW6PmrCquveLFLtkgsCbRCu_2Zx5ZR5Q8o4Ie6aBhndS8GiJ8FrwvkyU,0,0
/blog/celebrate-joint-graduation/,0,0
/for-employers/graduates-for-hire/?preview_id=25475&preview_nonce=de49758a3c&preview=true,0,0
/courses/learn-javascript/?mc_cid=dd2f1dea6d&mc_eid=9a4e18e166,0,0
/courses/managing-data/?fbclid=IwAR2Ur-vCcsRz8nZ7tB7FcoBmfZVuKz1g7mx90p-TyWcAQqt8Q_V4Xr9uKYE,0,0
/courses/ux-design-fundamentals/?mc_cid=7498e3d6f4&mc_eid=455bf6e5c4,0,0
/digital-careers/,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=60a61795f1,0,0
/blog/getting-job-in-tech-tips/,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=ac76e9b665,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=0e41bd7e38,0,0
/summer-school-2020/?mc_cid=f4ee631988&mc_eid=551d743b9d,0,0
/?fbclid=IwAR2cZam006YcrI83iEVQ5ZaCZxO0kg9eXKB9x6Y6rJNc5JV_bmBoluPAaiM,0,0
/?fbclid=IwAR1eWpMU1aeHU0SYl61HVTtyEw7KwdWjHQkHMnYb5A7wWaGMcpotwe4zX6M,0,0
/?fbclid=IwAR3dQFpueXbHlhXGy6Bo7QmCr281hSF1ZjlaeUtLwfxblMIw9FjulS5fs44,0,0
/funding/?ct=t(fundingoptions1)&mc_cid=099199af77&mc_eid=7f49000c20,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=9e2e148265,0,0
/courses/professional-software-development/?ct=t(psdpush)&mc_cid=d5b386e77e&mc_eid=80895842dd,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=fb93823076,0,0
/?fbclid=IwAR2Stm0B5qAOnYh_f-ztL61EmjKevtg0rbBnsJJndnxn5Sd5GQACG2cjc_E,0,0
/summer-school-2020/?mc_cid=94db439b5b&mc_eid=032b5edf0d,0,0
/for-employers/graduates-for-hire/?elementor-preview=25475&ver=1587485800,0,0
/?fbclid=IwAR2FIb5_VyBot_N1iOkL5NHRG47BFRvdkbkV2yClGveHzXZJ9sqsAkWVUZE,0,0
/courses/learn-javascript/?+CSS+launch=&mc_cid=7d6b21ce35&mc_eid=1bf7ec2b12,0,0
